#pages	 proc	         sum
4067	 0.000311	 1045219
4068	 0.000310	 1045476
4069	 0.000310	 1045733
4070	 0.000311	 1045990
4071	 0.000310	 1046247
4072	 0.000311	 1046504
4073	 0.000311	 1046761
4074	 0.000311	 1047018
4075	 0.000311	 1047275
4076	 0.000313	 1047532
4077	 0.000311	 1047789
4078	 0.000311	 1048046
4079	 0.000311	 1048303
4080	 0.000312	 1048560
4081	 0.000310	 1044736
4082	 0.000310	 1044992
4083	 0.000311	 1045248
4084	 0.000311	 1045504
4085	 0.000311	 1045760
4086	 0.000311	 1046016
4087	 0.000310	 1046272
4088	 0.000311	 1046528
4089	 0.000313	 1046784
4090	 0.000311	 1047040
4091	 0.000311	 1047296
4092	 0.000311	 1047552
4093	 0.000311	 1047808
4094	 0.000311	 1048064
4095	 0.000312	 1048320
4096	 0.000311	 1048576
